sample_id,datapoint_key,grain_id,track_id,track_type,apparent_length_um,angle_to_c_axis_deg,dpar_um
MU19-30,MU19-30_DP001,GRAIN_562,TRK_562,confined,,,
MU19-30,MU19-30_DP001,GRAIN_563,TRK_563,confined,,,
MU19-30,MU19-30_DP001,GRAIN_564,TRK_564,confined,,,
MU19-30,MU19-30_DP001,GRAIN_565,TRK_565,confined,,,
MU19-30,MU19-30_DP001,GRAIN_566,TRK_566,confined,,,
MU19-30,MU19-30_DP001,GRAIN_567,TRK_567,confined,,,
MU19-30,MU19-30_DP001,GRAIN_568,TRK_568,confined,,,
MU19-30,MU19-30_DP001,GRAIN_569,TRK_569,confined,,,
MU19-30,MU19-30_DP001,GRAIN_570,TRK_570,confined,,,
MU19-30,MU19-30_DP001,GRAIN_571,TRK_571,confined,,,
MU19-30,MU19-30_DP001,GRAIN_572,TRK_572,confined,,,
MU19-30,MU19-30_DP001,GRAIN_573,TRK_573,confined,,,
MU19-30,MU19-30_DP001,GRAIN_574,TRK_574,confined,,,
MU19-33,MU19-33_DP001,GRAIN_575,TRK_575,confined,,,
MU19-33,MU19-33_DP001,GRAIN_576,TRK_576,confined,,,
MU19-33,MU19-33_DP001,GRAIN_577,TRK_577,confined,,,
MU19-33,MU19-33_DP001,GRAIN_578,TRK_578,confined,,,
MU19-33,MU19-33_DP001,GRAIN_579,TRK_579,confined,,,
MU19-33,MU19-33_DP001,GRAIN_580,TRK_580,confined,,,
MU19-33,MU19-33_DP001,GRAIN_581,TRK_581,confined,,,
MU19-33,MU19-33_DP001,GRAIN_582,TRK_582,confined,,,
MU19-33,MU19-33_DP001,GRAIN_583,TRK_583,confined,,,
MU19-33,MU19-33_DP001,GRAIN_584,TRK_584,confined,,,
MU19-33,MU19-33_DP001,GRAIN_585,TRK_585,confined,,,
MU19-33,MU19-33_DP001,GRAIN_586,TRK_586,confined,,,
MU19-33,MU19-33_DP001,GRAIN_587,TRK_587,confined,,,
MU19-33,MU19-33_DP001,GRAIN_588,TRK_588,confined,,,
MU19-33,MU19-33_DP001,GRAIN_589,TRK_589,confined,,,
MU19-33,MU19-33_DP001,GRAIN_590,TRK_590,confined,,,
MU19-33,MU19-33_DP001,GRAIN_591,TRK_591,confined,,,
MU19-33,MU19-33_DP001,GRAIN_592,TRK_592,confined,,,
MU19-33,MU19-33_DP001,GRAIN_593,TRK_593,confined,,,
MU19-33,MU19-33_DP001,GRAIN_594,TRK_594,confined,,,
MU19-33,MU19-33_DP001,GRAIN_595,TRK_595,confined,,,
MU19-33,MU19-33_DP001,GRAIN_596,TRK_596,confined,,,
MU19-33,MU19-33_DP001,GRAIN_597,TRK_597,confined,,,
MU19-33,MU19-33_DP001,GRAIN_598,TRK_598,confined,,,
MU19-33,MU19-33_DP001,GRAIN_599,TRK_599,confined,,,
MU19-33,MU19-33_DP001,GRAIN_600,TRK_600,confined,,,
MU19-33,MU19-33_DP001,GRAIN_601,TRK_601,confined,,,
MU19-33,MU19-33_DP001,GRAIN_602,TRK_602,confined,,,
MU19-33,MU19-33_DP001,GRAIN_603,TRK_603,confined,,,
MU19-33,MU19-33_DP001,GRAIN_604,TRK_604,confined,,,
MU19-33,MU19-33_DP001,GRAIN_605,TRK_605,confined,,,
MU19-33,MU19-33_DP001,GRAIN_606,TRK_606,confined,,,
MU19-33,MU19-33_DP001,GRAIN_607,TRK_607,confined,,,
MU19-33,MU19-33_DP001,GRAIN_608,TRK_608,confined,,,
MU19-33,MU19-33_DP001,GRAIN_609,TRK_609,confined,,,
MU19-34,MU19-34_DP001,GRAIN_610,TRK_610,confined,,,
MU19-34,MU19-34_DP001,GRAIN_611,TRK_611,confined,,,
MU19-34,MU19-34_DP001,GRAIN_612,TRK_612,confined,,,
MU19-34,MU19-34_DP001,GRAIN_613,TRK_613,confined,,,
MU19-34,MU19-34_DP001,GRAIN_614,TRK_614,confined,,,
MU19-34,MU19-34_DP001,GRAIN_615,TRK_615,confined,,,
MU19-34,MU19-34_DP001,GRAIN_616,TRK_616,confined,,,
MU19-34,MU19-34_DP001,GRAIN_617,TRK_617,confined,,,
MU19-34,MU19-34_DP001,GRAIN_618,TRK_618,confined,,,
MU19-34,MU19-34_DP001,GRAIN_619,TRK_619,confined,,,
MU19-34,MU19-34_DP001,GRAIN_620,TRK_620,confined,,,
MU19-34,MU19-34_DP001,GRAIN_621,TRK_621,confined,,,
MU19-34,MU19-34_DP001,GRAIN_622,TRK_622,confined,,,
MU19-34,MU19-34_DP001,GRAIN_623,TRK_623,confined,,,
MU19-34,MU19-34_DP001,GRAIN_624,TRK_624,confined,,,
MU19-34,MU19-34_DP001,GRAIN_625,TRK_625,confined,,,
MU19-34,MU19-34_DP001,GRAIN_626,TRK_626,confined,,,
MU19-34,MU19-34_DP001,GRAIN_627,TRK_627,confined,,,
MU19-34,MU19-34_DP001,GRAIN_628,TRK_628,confined,,,
MU19-34,MU19-34_DP001,GRAIN_629,TRK_629,confined,,,
MU19-34,MU19-34_DP001,GRAIN_630,TRK_630,confined,,,
MU19-34,MU19-34_DP001,GRAIN_631,TRK_631,confined,,,
MU19-34,MU19-34_DP001,GRAIN_632,TRK_632,confined,,,
MU19-34,MU19-34_DP001,GRAIN_633,TRK_633,confined,,,
MU19-34,MU19-34_DP001,GRAIN_634,TRK_634,confined,,,
MU19-34,MU19-34_DP001,GRAIN_635,TRK_635,confined,,,
MU19-34,MU19-34_DP001,GRAIN_636,TRK_636,confined,,,
MU19-34,MU19-34_DP001,GRAIN_637,TRK_637,confined,,,
MU19-34,MU19-34_DP001,GRAIN_638,TRK_638,confined,,,
MU19-34,MU19-34_DP001,GRAIN_639,TRK_639,confined,,,
MU19-34,MU19-34_DP001,GRAIN_640,TRK_640,confined,,,
MU19-34,MU19-34_DP001,GRAIN_641,TRK_641,confined,,,
MU19-34,MU19-34_DP001,GRAIN_642,TRK_642,confined,,,
MU19-34,MU19-34_DP001,GRAIN_643,TRK_643,confined,,,
MU19-34,MU19-34_DP001,GRAIN_644,TRK_644,confined,,,
MU19-36,MU19-36_DP001,GRAIN_645,TRK_645,confined,,,
MU19-36,MU19-36_DP001,GRAIN_646,TRK_646,confined,,,
MU19-36,MU19-36_DP001,GRAIN_647,TRK_647,confined,,,
MU19-36,MU19-36_DP001,GRAIN_648,TRK_648,confined,,,
MU19-36,MU19-36_DP001,GRAIN_649,TRK_649,confined,,,
MU19-36,MU19-36_DP001,GRAIN_650,TRK_650,confined,,,
MU19-36,MU19-36_DP001,GRAIN_651,TRK_651,confined,,,
MU19-36,MU19-36_DP001,GRAIN_652,TRK_652,confined,,,
MU19-36,MU19-36_DP001,GRAIN_653,TRK_653,confined,,,
MU19-36,MU19-36_DP001,GRAIN_654,TRK_654,confined,,,
MU19-36,MU19-36_DP001,GRAIN_655,TRK_655,confined,,,
MU19-36,MU19-36_DP001,GRAIN_656,TRK_656,confined,,,
MU19-36,MU19-36_DP001,GRAIN_657,TRK_657,confined,,,
MU19-36,MU19-36_DP001,GRAIN_658,TRK_658,confined,,,
MU19-36,MU19-36_DP001,GRAIN_659,TRK_659,confined,,,
MU19-36,MU19-36_DP001,GRAIN_660,TRK_660,confined,,,
MU19-36,MU19-36_DP001,GRAIN_661,TRK_661,confined,,,
MU19-36,MU19-36_DP001,GRAIN_662,TRK_662,confined,,,
MU19-36,MU19-36_DP001,GRAIN_663,TRK_663,confined,,,
MU19-36,MU19-36_DP001,GRAIN_664,TRK_664,confined,,,
MU19-36,MU19-36_DP001,GRAIN_665,TRK_665,confined,,,
MU19-36,MU19-36_DP001,GRAIN_666,TRK_666,confined,,,
MU19-36,MU19-36_DP001,GRAIN_667,TRK_667,confined,,,
MU19-36,MU19-36_DP001,GRAIN_668,TRK_668,confined,,,
MU19-36,MU19-36_DP001,GRAIN_669,TRK_669,confined,,,
MU19-36,MU19-36_DP001,GRAIN_670,TRK_670,confined,,,
MU19-36,MU19-36_DP001,GRAIN_671,TRK_671,confined,,,
MU19-36,MU19-36_DP001,GRAIN_672,TRK_672,confined,,,
MU19-36,MU19-36_DP001,GRAIN_673,TRK_673,confined,,,
MU19-36,MU19-36_DP001,GRAIN_674,TRK_674,confined,,,
MU19-36,MU19-36_DP001,GRAIN_675,TRK_675,confined,,,
MU19-36,MU19-36_DP001,GRAIN_676,TRK_676,confined,,,
MU19-36,MU19-36_DP001,GRAIN_677,TRK_677,confined,,,
MU19-36,MU19-36_DP001,GRAIN_678,TRK_678,confined,,,
MU19-37,MU19-37_DP001,GRAIN_679,TRK_679,confined,,,
MU19-37,MU19-37_DP001,GRAIN_680,TRK_680,confined,,,
MU19-37,MU19-37_DP001,GRAIN_681,TRK_681,confined,,,
MU19-37,MU19-37_DP001,GRAIN_682,TRK_682,confined,,,
MU19-37,MU19-37_DP001,GRAIN_683,TRK_683,confined,,,
MU19-37,MU19-37_DP001,GRAIN_684,TRK_684,confined,,,
MU19-37,MU19-37_DP001,GRAIN_685,TRK_685,confined,,,
MU19-37,MU19-37_DP001,GRAIN_686,TRK_686,confined,,,
MU19-37,MU19-37_DP001,GRAIN_687,TRK_687,confined,,,
MU19-37,MU19-37_DP001,GRAIN_688,TRK_688,confined,,,
MU19-37,MU19-37_DP001,GRAIN_689,TRK_689,confined,,,
MU19-37,MU19-37_DP001,GRAIN_690,TRK_690,confined,,,
MU19-37,MU19-37_DP001,GRAIN_691,TRK_691,confined,,,
MU19-37,MU19-37_DP001,GRAIN_692,TRK_692,confined,,,
MU19-37,MU19-37_DP001,GRAIN_693,TRK_693,confined,,,
MU19-37,MU19-37_DP001,GRAIN_694,TRK_694,confined,,,
MU19-37,MU19-37_DP001,GRAIN_695,TRK_695,confined,,,
MU19-37,MU19-37_DP001,GRAIN_696,TRK_696,confined,,,
MU19-37,MU19-37_DP001,GRAIN_697,TRK_697,confined,,,
MU19-37,MU19-37_DP001,GRAIN_698,TRK_698,confined,,,
MU19-37,MU19-37_DP001,GRAIN_699,TRK_699,confined,,,
MU19-37,MU19-37_DP001,GRAIN_700,TRK_700,confined,,,
MU19-37,MU19-37_DP001,GRAIN_701,TRK_701,confined,,,
MU19-37,MU19-37_DP001,GRAIN_702,TRK_702,confined,,,
MU19-37,MU19-37_DP001,GRAIN_703,TRK_703,confined,,,
MU19-37,MU19-37_DP001,GRAIN_704,TRK_704,confined,,,
MU19-37,MU19-37_DP001,GRAIN_705,TRK_705,confined,,,
MU19-37,MU19-37_DP001,GRAIN_706,TRK_706,confined,,,
MU19-37,MU19-37_DP001,GRAIN_707,TRK_707,confined,,,
MU19-37,MU19-37_DP001,GRAIN_708,TRK_708,confined,,,
MU19-37,MU19-37_DP001,GRAIN_709,TRK_709,confined,,,
MU19-37,MU19-37_DP001,GRAIN_710,TRK_710,confined,,,
MU19-39,MU19-39_DP001,GRAIN_711,TRK_711,confined,,,
MU19-39,MU19-39_DP001,GRAIN_712,TRK_712,confined,,,
MU19-39,MU19-39_DP001,GRAIN_713,TRK_713,confined,,,
MU19-39,MU19-39_DP001,GRAIN_714,TRK_714,confined,,,
MU19-39,MU19-39_DP001,GRAIN_715,TRK_715,confined,,,
MU19-39,MU19-39_DP001,GRAIN_716,TRK_716,confined,,,
MU19-39,MU19-39_DP001,GRAIN_717,TRK_717,confined,,,
MU19-39,MU19-39_DP001,GRAIN_718,TRK_718,confined,,,
MU19-39,MU19-39_DP001,GRAIN_719,TRK_719,confined,,,
MU19-39,MU19-39_DP001,GRAIN_720,TRK_720,confined,,,
MU19-39,MU19-39_DP001,GRAIN_721,TRK_721,confined,,,
MU19-39,MU19-39_DP001,GRAIN_722,TRK_722,confined,,,
MU19-39,MU19-39_DP001,GRAIN_723,TRK_723,confined,,,
MU19-39,MU19-39_DP001,GRAIN_724,TRK_724,confined,,,
MU19-39,MU19-39_DP001,GRAIN_725,TRK_725,confined,,,
MU19-39,MU19-39_DP001,GRAIN_726,TRK_726,confined,,,
MU19-39,MU19-39_DP001,GRAIN_727,TRK_727,confined,,,
MU19-39,MU19-39_DP001,GRAIN_728,TRK_728,confined,,,
MU19-39,MU19-39_DP001,GRAIN_729,TRK_729,confined,,,
MU19-39,MU19-39_DP001,GRAIN_730,TRK_730,confined,,,
MU19-39,MU19-39_DP001,GRAIN_731,TRK_731,confined,,,
MU19-39,MU19-39_DP001,GRAIN_732,TRK_732,confined,,,
MU19-39,MU19-39_DP001,GRAIN_733,TRK_733,confined,,,
MU19-39,MU19-39_DP001,GRAIN_734,TRK_734,confined,,,
MU19-39,MU19-39_DP001,GRAIN_735,TRK_735,confined,,,
MU19-39,MU19-39_DP001,GRAIN_736,TRK_736,confined,,,
MU19-39,MU19-39_DP001,GRAIN_737,TRK_737,confined,,,
MU19-39,MU19-39_DP001,GRAIN_738,TRK_738,confined,,,
MU19-39,MU19-39_DP001,GRAIN_739,TRK_739,confined,,,
MU19-39,MU19-39_DP001,GRAIN_740,TRK_740,confined,,,
MU19-39,MU19-39_DP001,GRAIN_741,TRK_741,confined,,,
MU19-39,MU19-39_DP001,GRAIN_742,TRK_742,confined,,,
MU19-39,MU19-39_DP001,GRAIN_743,TRK_743,confined,,,
MU19-39,MU19-39_DP001,GRAIN_744,TRK_744,confined,,,
MU19-39,MU19-39_DP001,GRAIN_745,TRK_745,confined,,,
MU19-47,MU19-47_DP001,GRAIN_746,TRK_746,confined,,,
MU19-47,MU19-47_DP001,GRAIN_747,TRK_747,confined,,,
MU19-47,MU19-47_DP001,GRAIN_748,TRK_748,confined,,,
MU19-47,MU19-47_DP001,GRAIN_749,TRK_749,confined,,,
MU19-47,MU19-47_DP001,GRAIN_750,TRK_750,confined,,,
MU19-47,MU19-47_DP001,GRAIN_751,TRK_751,confined,,,
MU19-47,MU19-47_DP001,GRAIN_752,TRK_752,confined,,,
MU19-47,MU19-47_DP001,GRAIN_753,TRK_753,confined,,,
MU19-47,MU19-47_DP001,GRAIN_754,TRK_754,confined,,,
MU19-47,MU19-47_DP001,GRAIN_755,TRK_755,confined,,,
MU19-47,MU19-47_DP001,GRAIN_756,TRK_756,confined,,,
MU19-47,MU19-47_DP001,GRAIN_757,TRK_757,confined,,,
MU19-47,MU19-47_DP001,GRAIN_758,TRK_758,confined,,,
MU19-47,MU19-47_DP001,GRAIN_759,TRK_759,confined,,,
MU19-47,MU19-47_DP001,GRAIN_760,TRK_760,confined,,,
MU19-47,MU19-47_DP001,GRAIN_761,TRK_761,confined,,,
MU19-47,MU19-47_DP001,GRAIN_762,TRK_762,confined,,,
MU19-47,MU19-47_DP001,GRAIN_763,TRK_763,confined,,,
MU19-47,MU19-47_DP001,GRAIN_764,TRK_764,confined,,,
MU19-47,MU19-47_DP001,GRAIN_765,TRK_765,confined,,,
MU19-47,MU19-47_DP001,GRAIN_766,TRK_766,confined,,,
MU19-47,MU19-47_DP001,GRAIN_767,TRK_767,confined,,,
MU19-47,MU19-47_DP001,GRAIN_768,TRK_768,confined,,,
MU19-47,MU19-47_DP001,GRAIN_769,TRK_769,confined,,,
MU19-47,MU19-47_DP001,GRAIN_770,TRK_770,confined,,,
MU19-47,MU19-47_DP001,GRAIN_771,TRK_771,confined,,,
MU19-47,MU19-47_DP001,GRAIN_772,TRK_772,confined,,,
MU19-47,MU19-47_DP001,GRAIN_773,TRK_773,confined,,,
MU19-47,MU19-47_DP001,GRAIN_774,TRK_774,confined,,,
MU19-47,MU19-47_DP001,GRAIN_775,TRK_775,confined,,,
MU19-47,MU19-47_DP001,GRAIN_776,TRK_776,confined,,,
MU19-47,MU19-47_DP001,GRAIN_777,TRK_777,confined,,,
MU19-47,MU19-47_DP001,GRAIN_778,TRK_778,confined,,,
MU19-49,MU19-49_DP001,GRAIN_779,TRK_779,confined,,,
MU19-49,MU19-49_DP001,GRAIN_780,TRK_780,confined,,,
MU19-49,MU19-49_DP001,GRAIN_781,TRK_781,confined,,,
MU19-49,MU19-49_DP001,GRAIN_782,TRK_782,confined,,,
MU19-49,MU19-49_DP001,GRAIN_783,TRK_783,confined,,,
MU19-49,MU19-49_DP001,GRAIN_784,TRK_784,confined,,,
MU19-49,MU19-49_DP001,GRAIN_785,TRK_785,confined,,,
MU19-49,MU19-49_DP001,GRAIN_786,TRK_786,confined,,,
MU19-49,MU19-49_DP001,GRAIN_787,TRK_787,confined,,,
MU19-49,MU19-49_DP001,GRAIN_788,TRK_788,confined,,,
MU19-49,MU19-49_DP001,GRAIN_789,TRK_789,confined,,,
MU19-49,MU19-49_DP001,GRAIN_790,TRK_790,confined,,,
MU19-49,MU19-49_DP001,GRAIN_791,TRK_791,confined,,,
MU19-49,MU19-49_DP001,GRAIN_792,TRK_792,confined,,,
MU19-49,MU19-49_DP001,GRAIN_793,TRK_793,confined,,,
MU19-49,MU19-49_DP001,GRAIN_794,TRK_794,confined,,,
MU19-49,MU19-49_DP001,GRAIN_795,TRK_795,confined,,,
MU19-49,MU19-49_DP001,GRAIN_796,TRK_796,confined,,,
MU19-49,MU19-49_DP001,GRAIN_797,TRK_797,confined,,,
MU19-49,MU19-49_DP001,GRAIN_798,TRK_798,confined,,,
MU19-49,MU19-49_DP001,GRAIN_799,TRK_799,confined,,,
MU19-49,MU19-49_DP001,GRAIN_800,TRK_800,confined,,,
MU19-49,MU19-49_DP001,GRAIN_801,TRK_801,confined,,,
MU19-49,MU19-49_DP001,GRAIN_802,TRK_802,confined,,,
MU19-49,MU19-49_DP001,GRAIN_803,TRK_803,confined,,,
MU19-49,MU19-49_DP001,GRAIN_804,TRK_804,confined,,,
MU19-49,MU19-49_DP001,GRAIN_805,TRK_805,confined,,,
MU19-49,MU19-49_DP001,GRAIN_806,TRK_806,confined,,,
MU19-49,MU19-49_DP001,GRAIN_807,TRK_807,confined,,,
MU19-49,MU19-49_DP001,GRAIN_808,TRK_808,confined,,,
MU19-49,MU19-49_DP001,GRAIN_809,TRK_809,confined,,,
MU19-49,MU19-49_DP001,GRAIN_810,TRK_810,confined,,,
MU19-50,MU19-50_DP001,GRAIN_811,TRK_811,confined,,,
MU19-50,MU19-50_DP001,GRAIN_812,TRK_812,confined,,,
MU19-50,MU19-50_DP001,GRAIN_813,TRK_813,confined,,,
MU19-50,MU19-50_DP001,GRAIN_814,TRK_814,confined,,,
MU19-50,MU19-50_DP001,GRAIN_815,TRK_815,confined,,,
MU19-50,MU19-50_DP001,GRAIN_816,TRK_816,confined,,,
MU19-50,MU19-50_DP001,GRAIN_817,TRK_817,confined,,,
MU19-50,MU19-50_DP001,GRAIN_818,TRK_818,confined,,,
MU19-50,MU19-50_DP001,GRAIN_819,TRK_819,confined,,,
MU19-50,MU19-50_DP001,GRAIN_820,TRK_820,confined,,,
MU19-50,MU19-50_DP001,GRAIN_821,TRK_821,confined,,,
MU19-50,MU19-50_DP001,GRAIN_822,TRK_822,confined,,,
MU19-50,MU19-50_DP001,GRAIN_823,TRK_823,confined,,,
MU19-50,MU19-50_DP001,GRAIN_824,TRK_824,confined,,,
MU19-50,MU19-50_DP001,GRAIN_825,TRK_825,confined,,,
MU19-50,MU19-50_DP001,GRAIN_826,TRK_826,confined,,,
MU19-50,MU19-50_DP001,GRAIN_827,TRK_827,confined,,,
MU19-50,MU19-50_DP001,GRAIN_828,TRK_828,confined,,,
MU19-50,MU19-50_DP001,GRAIN_829,TRK_829,confined,,,
MU19-50,MU19-50_DP001,GRAIN_830,TRK_830,confined,,,
MU19-50,MU19-50_DP001,GRAIN_831,TRK_831,confined,,,
MU19-50,MU19-50_DP001,GRAIN_832,TRK_832,confined,,,
MU19-50,MU19-50_DP001,GRAIN_833,TRK_833,confined,,,
MU19-50,MU19-50_DP001,GRAIN_834,TRK_834,confined,,,
MU19-50,MU19-50_DP001,GRAIN_835,TRK_835,confined,,,
MU19-50,MU19-50_DP001,GRAIN_836,TRK_836,confined,,,
MU19-50,MU19-50_DP001,GRAIN_837,TRK_837,confined,,,
MU19-50,MU19-50_DP001,GRAIN_838,TRK_838,confined,,,
MU19-50,MU19-50_DP001,GRAIN_839,TRK_839,confined,,,
MU19-50,MU19-50_DP001,GRAIN_840,TRK_840,confined,,,
MU19-50,MU19-50_DP001,GRAIN_841,TRK_841,confined,,,
MU19-50,MU19-50_DP001,GRAIN_842,TRK_842,confined,,,
MU19-50,MU19-50_DP001,GRAIN_843,TRK_843,confined,,,
MU19-50,MU19-50_DP001,GRAIN_844,TRK_844,confined,,,
MU19-50,MU19-50_DP001,GRAIN_845,TRK_845,confined,,,
MU19-51,MU19-51_DP001,GRAIN_846,TRK_846,confined,,,
MU19-51,MU19-51_DP001,GRAIN_847,TRK_847,confined,,,
MU19-51,MU19-51_DP001,GRAIN_848,TRK_848,confined,,,
MU19-51,MU19-51_DP001,GRAIN_849,TRK_849,confined,,,
MU19-51,MU19-51_DP001,GRAIN_850,TRK_850,confined,,,
MU19-51,MU19-51_DP001,GRAIN_851,TRK_851,confined,,,
MU19-51,MU19-51_DP001,GRAIN_852,TRK_852,confined,,,
MU19-51,MU19-51_DP001,GRAIN_853,TRK_853,confined,,,
MU19-51,MU19-51_DP001,GRAIN_854,TRK_854,confined,,,
MU19-51,MU19-51_DP001,GRAIN_855,TRK_855,confined,,,
MU19-51,MU19-51_DP001,GRAIN_856,TRK_856,confined,,,
MU19-51,MU19-51_DP001,GRAIN_857,TRK_857,confined,,,
MU19-51,MU19-51_DP001,GRAIN_858,TRK_858,confined,,,
MU19-51,MU19-51_DP001,GRAIN_859,TRK_859,confined,,,
MU19-51,MU19-51_DP001,GRAIN_860,TRK_860,confined,,,
MU19-51,MU19-51_DP001,GRAIN_861,TRK_861,confined,,,
MU19-51,MU19-51_DP001,GRAIN_862,TRK_862,confined,,,
MU19-51,MU19-51_DP001,GRAIN_863,TRK_863,confined,,,
MU19-51,MU19-51_DP001,GRAIN_864,TRK_864,confined,,,
MU19-51,MU19-51_DP001,GRAIN_865,TRK_865,confined,,,
MU19-51,MU19-51_DP001,GRAIN_866,TRK_866,confined,,,
MU19-51,MU19-51_DP001,GRAIN_867,TRK_867,confined,,,
MU19-51,MU19-51_DP001,GRAIN_868,TRK_868,confined,,,
MU19-51,MU19-51_DP001,GRAIN_869,TRK_869,confined,,,
MU19-51,MU19-51_DP001,GRAIN_870,TRK_870,confined,,,
MU19-51,MU19-51_DP001,GRAIN_871,TRK_871,confined,,,
MU19-51,MU19-51_DP001,GRAIN_872,TRK_872,confined,,,
MU19-51,MU19-51_DP001,GRAIN_873,TRK_873,confined,,,
MU19-51,MU19-51_DP001,GRAIN_874,TRK_874,confined,,,
MU19-51,MU19-51_DP001,GRAIN_875,TRK_875,confined,,,
MU19-51,MU19-51_DP001,GRAIN_876,TRK_876,confined,,,
MU19-51,MU19-51_DP001,GRAIN_877,TRK_877,confined,,,
MU19-51,MU19-51_DP001,GRAIN_878,TRK_878,confined,,,
MU19-51,MU19-51_DP001,GRAIN_879,TRK_879,confined,,,
MU19-51,MU19-51_DP001,GRAIN_880,TRK_880,confined,,,
MU19-52,MU19-52_DP001,GRAIN_881,TRK_881,confined,,,
MU19-52,MU19-52_DP001,GRAIN_882,TRK_882,confined,,,
MU19-52,MU19-52_DP001,GRAIN_883,TRK_883,confined,,,
MU19-52,MU19-52_DP001,GRAIN_884,TRK_884,confined,,,
MU19-52,MU19-52_DP001,GRAIN_885,TRK_885,confined,,,
MU19-52,MU19-52_DP001,GRAIN_886,TRK_886,confined,,,
MU19-52,MU19-52_DP001,GRAIN_887,TRK_887,confined,,,
MU19-52,MU19-52_DP001,GRAIN_888,TRK_888,confined,,,
MU19-52,MU19-52_DP001,GRAIN_889,TRK_889,confined,,,
MU19-52,MU19-52_DP001,GRAIN_890,TRK_890,confined,,,
MU19-52,MU19-52_DP001,GRAIN_891,TRK_891,confined,,,
MU19-52,MU19-52_DP001,GRAIN_892,TRK_892,confined,,,
MU19-52,MU19-52_DP001,GRAIN_893,TRK_893,confined,,,
MU19-52,MU19-52_DP001,GRAIN_894,TRK_894,confined,,,
MU19-52,MU19-52_DP001,GRAIN_895,TRK_895,confined,,,
MU19-52,MU19-52_DP001,GRAIN_896,TRK_896,confined,,,
MU19-52,MU19-52_DP001,GRAIN_897,TRK_897,confined,,,
MU19-52,MU19-52_DP001,GRAIN_898,TRK_898,confined,,,
MU19-52,MU19-52_DP001,GRAIN_899,TRK_899,confined,,,
MU19-52,MU19-52_DP001,GRAIN_900,TRK_900,confined,,,
MU19-52,MU19-52_DP001,GRAIN_901,TRK_901,confined,,,
MU19-52,MU19-52_DP001,GRAIN_902,TRK_902,confined,,,
MU19-52,MU19-52_DP001,GRAIN_903,TRK_903,confined,,,
MU19-52,MU19-52_DP001,GRAIN_904,TRK_904,confined,,,
MU19-52,MU19-52_DP001,GRAIN_905,TRK_905,confined,,,
MU19-52,MU19-52_DP001,GRAIN_906,TRK_906,confined,,,
MU19-52,MU19-52_DP001,GRAIN_907,TRK_907,confined,,,
MU19-53,MU19-53_DP001,GRAIN_908,TRK_908,confined,,,
MU19-53,MU19-53_DP001,GRAIN_909,TRK_909,confined,,,
MU19-53,MU19-53_DP001,GRAIN_910,TRK_910,confined,,,
MU19-53,MU19-53_DP001,GRAIN_911,TRK_911,confined,,,
MU19-53,MU19-53_DP001,GRAIN_912,TRK_912,confined,,,
MU19-53,MU19-53_DP001,GRAIN_913,TRK_913,confined,,,
MU19-53,MU19-53_DP001,GRAIN_914,TRK_914,confined,,,
MU19-53,MU19-53_DP001,GRAIN_915,TRK_915,confined,,,
MU19-53,MU19-53_DP001,GRAIN_916,TRK_916,confined,,,
MU19-53,MU19-53_DP001,GRAIN_917,TRK_917,confined,,,
MU19-53,MU19-53_DP001,GRAIN_918,TRK_918,confined,,,
MU19-53,MU19-53_DP001,GRAIN_919,TRK_919,confined,,,
MU19-53,MU19-53_DP001,GRAIN_920,TRK_920,confined,,,
MU19-53,MU19-53_DP001,GRAIN_921,TRK_921,confined,,,
MU19-53,MU19-53_DP001,GRAIN_922,TRK_922,confined,,,
MU19-53,MU19-53_DP001,GRAIN_923,TRK_923,confined,,,
MU19-53,MU19-53_DP001,GRAIN_924,TRK_924,confined,,,
MU19-53,MU19-53_DP001,GRAIN_925,TRK_925,confined,,,
MU19-53,MU19-53_DP001,GRAIN_926,TRK_926,confined,,,
MU19-53,MU19-53_DP001,GRAIN_927,TRK_927,confined,,,
MU19-53,MU19-53_DP001,GRAIN_928,TRK_928,confined,,,
MU19-53,MU19-53_DP001,GRAIN_929,TRK_929,confined,,,
MU19-53,MU19-53_DP001,GRAIN_930,TRK_930,confined,,,
MU19-53,MU19-53_DP001,GRAIN_931,TRK_931,confined,,,
MU19-53,MU19-53_DP001,GRAIN_932,TRK_932,confined,,,
MU19-53,MU19-53_DP001,GRAIN_933,TRK_933,confined,,,
MU19-53,MU19-53_DP001,GRAIN_934,TRK_934,confined,,,
MU19-53,MU19-53_DP001,GRAIN_935,TRK_935,confined,,,
MU19-53,MU19-53_DP001,GRAIN_936,TRK_936,confined,,,
MU19-53,MU19-53_DP001,GRAIN_937,TRK_937,confined,,,
MU19-53,MU19-53_DP001,GRAIN_938,TRK_938,confined,,,
MU19-54,MU19-54_DP001,GRAIN_939,TRK_939,confined,,,
MU19-54,MU19-54_DP001,GRAIN_940,TRK_940,confined,,,
MU19-54,MU19-54_DP001,GRAIN_941,TRK_941,confined,,,
MU19-54,MU19-54_DP001,GRAIN_942,TRK_942,confined,,,
MU19-54,MU19-54_DP001,GRAIN_943,TRK_943,confined,,,
MU19-54,MU19-54_DP001,GRAIN_944,TRK_944,confined,,,
MU19-54,MU19-54_DP001,GRAIN_945,TRK_945,confined,,,
MU19-54,MU19-54_DP001,GRAIN_946,TRK_946,confined,,,
MU19-54,MU19-54_DP001,GRAIN_947,TRK_947,confined,,,
MU19-54,MU19-54_DP001,GRAIN_948,TRK_948,confined,,,
